0,0
0.01,0.039018633
0.02,0.039039922
0.03,0.039061896
0.04,0.039084553
0.05,0.039107888
0.06,0.0391319
0.07,0.039156584
0.08,0.039181939
0.09,0.039207961
0.1,0.039234649
0.11,0.039261999
0.12,0.03929001
0.13,0.039318678
0.14,0.039348003
0.15,0.039377982
0.16,0.039408612
0.17,0.039439892
0.18,0.039471821
0.19,0.039504396
0.2,0.039537615
0.21,0.039571477
0.22,0.039605979
0.23,0.039641122
0.24,0.039676902
0.25,0.039713318
0.26,0.039750369
0.27,0.039788054
0.28,0.03982637
0.29,0.039865317
0.3,0.039904892
0.31,0.039945096
0.32,0.039985925
0.33,0.04002738
0.34,0.040069458
0.35,0.040112159
0.36,0.040155481
0.37,0.040199423
0.38,0.040243984
0.39,0.040289163
0.4,0.040334958
0.41,0.040381368
0.42,0.040428393
0.43,0.040476031
0.44,0.040524281
0.45,0.040573142
0.46,0.040622612
0.47,0.040672692
0.48,0.04072338
0.49,0.040774675
0.5,0.040826576
0.51,0.040879082
0.52,0.040932192
0.53,0.040985906
0.54,0.041040221
0.55,0.041095138
0.56,0.041150655
0.57,0.041206772
0.58,0.041263488
0.59,0.041320802
0.6,0.041378712
0.61,0.041437219
0.62,0.041496322
0.63,0.041556019
0.64,0.04161631
0.65,0.041677193
0.66,0.04173867
0.67,0.041800737
0.68,0.041863396
0.69,0.041926644
0.7,0.041990482
0.71,0.042054909
0.72,0.042119923
0.73,0.042185525
0.74,0.042251713
0.75,0.042318487
0.76,0.042385846
0.77,0.042453789
0.78,0.042522316
0.79,0.042591427
0.8,0.04266112
0.81,0.042731395
0.82,0.042802251
0.83,0.042873687
0.84,0.042945704
0.85,0.0430183
0.86,0.043091475
0.87,0.043165228
0.88,0.043239558
0.89,0.043314466
0.9,0.043389949
0.91,0.043466009
0.92,0.043542644
0.93,0.043619853
0.94,0.043697637
0.95,0.043775994
0.96,0.043854924
0.97,0.043934426
0.98,0.0440145
0.99,0.044095145
1,0.044176361
1.01,0.044258147
1.02,0.044340503
1.03,0.044423428
1.04,0.044506921
1.05,0.044590982
1.06,0.044675611
1.07,0.044760806
1.08,0.044846568
1.09,0.044932896
1.1,0.045019789
1.11,0.045107246
1.12,0.045195268
1.13,0.045283853
1.14,0.045373002
1.15,0.045462713
1.16,0.045552986
1.17,0.045643821
1.18,0.045735216
1.19,0.045827173
1.2,0.045919689
1.21,0.046012764
1.22,0.046106398
1.23,0.046200591
1.24,0.046295341
1.25,0.046390649
1.26,0.046486513
1.27,0.046582934
1.28,0.04667991
1.29,0.046777441
1.3,0.046875527
1.31,0.046974167
1.32,0.04707336
1.33,0.047173106
1.34,0.047273404
1.35,0.047374255
1.36,0.047475656
1.37,0.047577608
1.38,0.04768011
1.39,0.047783162
1.4,0.047886763
1.41,0.047990912
1.42,0.04809561
1.43,0.048200854
1.44,0.048306645
1.45,0.048412982
1.46,0.048519865
1.47,0.048627293
1.48,0.048735265
1.49,0.048843781
1.5,0.048952841
1.51,0.049062443
1.52,0.049172586
1.53,0.049283272
1.54,0.049394498
1.55,0.049506264
1.56,0.04961857
1.57,0.049731415
1.58,0.049844798
1.59,0.049958719
1.6,0.050073177
1.61,0.050188172
1.62,0.050303702
1.63,0.050419768
1.64,0.050536368
1.65,0.050653502
1.66,0.050771169
1.67,0.050889369
1.68,0.051008101
1.69,0.051127364
1.7,0.051247158
1.71,0.051367482
1.72,0.051488335
1.73,0.051609716
1.74,0.051731626
1.75,0.051854062
1.76,0.051977025
1.77,0.052100514
1.78,0.052224529
1.79,0.052349067
1.8,0.052474129
1.81,0.052599715
1.82,0.052725822
1.83,0.052852451
1.84,0.052979601
1.85,0.053107271
1.86,0.05323546
1.87,0.053364168
1.88,0.053493394
1.89,0.053623137
1.9,0.053753396
1.91,0.053884171
1.92,0.05401546
1.93,0.054147264
1.94,0.05427958
1.95,0.05441241
1.96,0.05454575
1.97,0.054679602
1.98,0.054813964
1.99,0.054948835
2,0.055084215
2.01,0.055220102
2.02,0.055356496
2.03,0.055493396
2.04,0.055630801
2.05,0.055768711
2.06,0.055907124
2.07,0.05604604
2.08,0.056185457
2.09,0.056325376
2.1,0.056465794
2.11,0.056606712
2.12,0.056748128
2.13,0.056890042
2.14,0.057032452
2.15,0.057175358
2.16,0.057318759
2.17,0.057462654
2.18,0.057607041
2.19,0.057751921
2.2,0.057897292
2.21,0.058043153
2.22,0.058189504
2.23,0.058336343
2.24,0.05848367
2.25,0.058631483
2.26,0.058779781
2.27,0.058928564
2.28,0.059077831
2.29,0.059227581
2.3,0.059377813
2.31,0.059528525
2.32,0.059679717
2.33,0.059831388
2.34,0.059983536
2.35,0.060136162
2.36,0.060289263
2.37,0.060442839
2.38,0.060596889
2.39,0.060751412
2.4,0.060906406
2.41,0.061061871
2.42,0.061217806
2.43,0.06137421
2.44,0.061531081
2.45,0.061688419
2.46,0.061846222
2.47,0.06200449
2.48,0.062163221
2.49,0.062322414
2.5,0.062482069
2.51,0.062642184
2.52,0.062802758
2.53,0.06296379
2.54,0.063125278
2.55,0.063287223
2.56,0.063449622
2.57,0.063612475
2.58,0.06377578
2.59,0.063939536
2.6,0.064103743
2.61,0.064268398
2.62,0.064433501
2.63,0.064599052
2.64,0.064765047
2.65,0.064931487
2.66,0.065098371
2.67,0.065265696
2.68,0.065433462
2.69,0.065601668
2.7,0.065770313
2.71,0.065939395
2.72,0.066108913
2.73,0.066278866
